CourseName,Description,Mean,subject
FR 436,,3.58037037037037,FR
IS 590,"Credit: 2 OR 4 hours.
Course Description: Variety of newly developed and advanced topics courses within the field of information foundations, intended to augment the existing Information Sciences curricula.
",3.895,IS
FIN 580,"Credit: 0 TO 4 hours.
Course Description: Lectures and discussions relating to new areas of interest. See class schedule for topics and prerequisites.
Prerequisite: Varies by section.",3.6644761904761904,FIN
CS 598,"Credit: 2 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.689767441860465,CS
SHS 477,"Credit: 1 TO 3 hours.
Course Description: Mentored experience in which students are paired with a clinical instructor in SHS and provided opportunities to assist in the ongoing management of clinical cases in a variety of settings. The beginning practicum is designed for students with less than a year of supervised clinical experience (i.e., 100 or fewer contact hours as defined by the American Speech-Language Hearing Association - ASHA). Working with a clinical educator, the beginning practicum will provide students with: 1) supported opportunities to assist in all aspects of clinical practice (e.g., diagnosis, intervention, documentation, team meetings/planning); 2) opportunities to obtain supervised contact hours and clinical competencies required by ASHA for certification in Speech-Language Pathology.
Prerequisite: For students pursuing clinical preparation in speech-language pathology.",3.863137254901961,SHS
IB 230,"Credit: 2 hours.
Course Description: Pandemics (global outbreaks of infectious disease) are among the most impactful events in human history. Through this course, we will study the major historical and modern pandemics from a biological, social, and political perspective. We will compare these past events to the public health crisis caused by COVID-19 and use this knowledge to interpret events and scientific discoveries related to pandemics.
",3.655089285714286,IB
IB 364,,3.466545454545454,IB
FIN 580,"Credit: 0 TO 4 hours.
Course Description: Lectures and discussions relating to new areas of interest. See class schedule for topics and prerequisites.
Prerequisite: Varies by section.",3.559117647058823,FIN
CEE 598,"Credit: 1 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in civil and environmental engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.695428571428572,CEE
SLAV 117/CWL 117,"Credit: 3 hours.
Course Description: Survey of the science fiction writing of Russia and the countries of Eastern Europe since 1750, with particular emphasis on the post-World War II period. The role of the Science Fiction tradition in the respective national cultures. The influence on Russian and East European Science Fiction of Anglo-American Science Fiction. All readings are in English.
",3.662304347826087,SLAV
EPOL 542,"Credit: 4 hours.
Course Description: Study of financing public education systems in the United States; focuses on the social, economic, political, legal, and technical dimensions of developing school finance policy for federal, state, and local governments; relates theory and research in public school finance to administrative practice in budgeting and financial administration.
",3.7288888888888887,EPOL
ARTE 201,,3.7228571428571433,ARTE
DANC 160,"Credit: 1 TO 3 hours.
Course Description: An introductory exploration of varied movement practices designed to support and ACTIVATE the dance major's technical and creative evolution. This daily practice of technique teaches the student to perform with clarity, versatility, and personal style, preparing students for the physical rigor associated with a performing career in dance. To provide a balance of training from a range of cultural origins and traditions, this course will include 2-3 contemporary movement approaches per semester, which may include techniques such as Ballet, Capoeira, Contemporary Modern, Hip Hop, House, Improvisation, Jazz, Tap, Umfundalai, West African, etc. Specific dance forms for each semester will be listed in the class schedule.
Prerequisite: For Dance majors only or consent of instructor. Non-dance majors admitted by audition on a space-available basis.",3.390566037735849,DANC
SHS 200,"Credit: 3 hours.
Course Description: Basic principles of phonetic study; includes observation and representation of pronunciation, ear training, and practice in transcription.
",3.265030959752322,SHS
ENGL 259/AFRO 259/CWL 259,"Credit: 3 hours.
Course Description: An introduction to the study of early African American literary and cultural production, ranging from the earliest writings by African descended people in British North America in the eighteenth century to the end of World War I. At each turn, we will situate texts in their cultural and historical contexts, attending not only to the specificity of a particular text's moment, but also to the forces of contingency and tradition at play in the construction of literary, cultural, and political communities. Throughout our discussions we will think about both the ""African-ness"" and ""American-ness"" of African American literature as collective and imaginative processes. Early African Americans wrote for a variety of reasons—philosophical, political, pleasurable, instrumental—and protesting slavery and racism was just one (albeit an important one) among many of those reasons. We will read letters, poems, sermons, songs, constitutions and bylaws for religious and civic organizations, stories, and texts that defy easy categorization. Writers may include Phillis Wheatley, David Walker, Maria Stewart, Frederick Douglass, Harriet Jacobs, Frances E.W. Harper, William Wells Brown, W.E.B. Du Bois, Pauline Hopkins, Charles Chesnutt, Paul Lawrence Dunbar, Alice Dunbar Nelson, and Ida B. Wells.
Prerequisite: Completion of the Composition I requirement.",3.652925531914893,ENGL
STAT 578,"Credit: 4 hours.
Course Description: 
Prerequisite: Consent of instructor.",3.790714285714285,STAT
ECON 500,"Credit: 4 hours.
Course Description: Emphasizes microeconomic theory; principal topics include a review of value and distribution theory, the theory of choice by households and firms, general microeconomic theory, and theoretical developments of current interest.
Prerequisite: ECON 102 or equivalent.",3.4318074656188604,ECON
ENGL 442,,3.511555555555556,ENGL
PSYC 427,"Credit: 3 OR 4 hours.
Course Description: 
",2.21825,PSYC
HDFS 261,,3.286326530612245,HDFS
CS 580,"Credit: 4 hours.
Course Description: A theoretical CS course covering advances in algorithmic game theory. This includes study of strategic, computational, learning, dynamic, and fairness aspects of games and markets (organizations that involves rational and strategic agents). In particular, topics will include computation and complexity of equilibria, mechanism design, fair-division, dynamics in games and markets, price-of-anarchy etc.. These topics arise from applications such as online marketplaces (like Lyft, Uber, eBay, sponsored search, TaskRabbit), social networks, recommendation systems, kidney exchange, spectrum auction, etc., and thereby will prepare students for related research and/or industry jobs.
Prerequisite: CS 473.",3.3334615384615387,CS
ARTD 218,"Credit: 3 hours.
Course Description: This 16-week course will immerse students in a series of assignments designed to help them develop a fundamental understanding of front-end web technologies, such as HTML5, CSS and JavaScript, and prepare them to plan and develop interactive experiences.
Prerequisite: Completion of the First-Year Curriculum in Art & Design.",3.5281456953642376,ARTD
CWL 242,"Credit: 3 hours.
Course Description: Comparative study of major works of literature, philosophy and culture in the Western tradition from the Enlightenment to today, from Descartes and Voltaire to Dickinson and Calvino. Emphasis on the works as representative of their historical and cultural period, as well as how these works create the cultural world we live in today.
",3.2981818181818183,CWL
HRE 585,,3.966666666666667,HRE
ART 100,,3.410501043841336,ART
PSYC 588/EPSY 588/SOC 588/STAT 588,,3.88264705882353,PSYC
FIN 580,"Credit: 0 TO 4 hours.
Course Description: Lectures and discussions relating to new areas of interest. See class schedule for topics and prerequisites.
Prerequisite: Varies by section.",3.927470588235295,FIN
MATH 221,"Credit: 4 hours.
Course Description: First course in calculus and analytic geometry for students with some calculus background; basic techniques of differentiation and integration with applications including curve sketching; antidifferentation, the Riemann integral, fundamental theorem, exponential and trigonometric functions.
Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/ and either one year of high school calculus or a minimum score of 2 on the AB Calculus AP exam.",2.855576356910998,MATH
ACE 264,"Credit: 3 hours.
Course Description: Offers the statistical and econometric tools to describe and understand common economic issues. The emphasis will be on the multiple regression model and its associated extensions regularly used to overcome traditional econometric issues. The course will introduce and use an advanced statistical software for hands-on exercises. No prior experience with the software is expected or required.
Prerequisite: MATH 124 or MATH 125; ACE 262.",3.06554367201426,ACE
ENG 199,"Credit: 0 TO 5 hours.
Course Description: Topics will vary. See class schedule.
",3.640588235294118,ENG
HORT 240,,3.6033333333333335,HORT
GE 423,,3.75535,GE
LAW 638,"Credit: 2 TO 4 hours.
Course Description: This course will focus on the federal statutes commonly invoked in corporate and white collar prosecutions, including those used in prosecutions for conspiracy, mail and wire fraud, RICO, extortion, bribery, tax offenses, obstruction of justice, and false statements. The class will investigate the theoretical and policy framework for individual and institutional responsibility in our criminal justice system and will also explore emerging theories of corporate criminal liability and the principles undergirding the sanctions imposed for white collar crime.
Prerequisite: This course is appropriate for law students who have completed introductory courses in criminal law and procedure. Some students have found it helpful to complete the course in LAW 633 before taking this course, but it is not a prerequisite.",3.27,LAW
ENGL 373/MACS 373,"Credit: 3 hours.
Course Description: Extended investigation of major subjects and issues in cinema and other media; topics vary and typically include studies of author/directors, genres, historical movements, critical approaches, and themes.
Prerequisite: One college-level course in film studies or literature.",3.0357446808510637,ENGL
ANTH 160,"Credit: 3 hours.
Course Description: Engages with issues such as migration, borders, policing and related topics to examine certain key interventions in the analysis of race in the United States. Introduces students to critical methods and theories in socio-cultural anthropology and allied disciplines in order to grapple with these issues. We will read a variety of material, including ethnographic accounts, scholarly and popular articles, and a work that blurs non-fiction with fiction-writing, as well as screening related films and documentaries. Students will develop a conceptual vocabulary (keywords) to begin analyzing the social problem that race and racism has become in US society.
",3.0715483870967746,ANTH
ECE 199,"Credit: 1 to 5 hours.
Course Description: 
",3.5309090909090908,ECE
PHYS 214,"Credit: 2 hours.
Course Description: Interference and diffraction, photons and matter waves, the Bohr atom, uncertainty principle, and wave mechanics. A calculus-based course for majors in engineering, mathematics, physics, and chemistry.
Prerequisite: PHYS 212.",2.838256547505257,PHYS
FIN 221,"Credit: 3 hours.
Course Description: Introductory study of corporate financial management, in particular how the financial manager's choices add value to shareholder wealth through investment financing and operating decisions.
Prerequisite: Completion of ECON 102 or ECON 103.",3.229890140376186,FIN
ACCY 502,"Credit: 2 OR 4 hours.
Course Description: Measurement and reporting of firm's liabilities and shareholders' equity. Topics include contingencies, subsequent events, bonds, leases, deferred taxes, pensions, equity transactions, and earning per share.
Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",3.6121970920840063,ACCY
NRES 426,,3.558372093023256,NRES
LAW 796,"Credit: 1 TO 4 hours.
Course Description: This is an umbrella course listing in comparative law for specialty topics of current interest.
",3.382911392405063,LAW
ME 452,"Credit: 3 or 4 hours.
Course Description: Numerical control systems, manufacturing processes, principles and practices basic to numerical control, and programming methodology for numerical control.
Prerequisite: CS 101 and ME 270.",3.4642465753424663,ME
MATH 424,"Credit: 3 hours.
Course Description: A rigorous treatment of basic real analysis via metric spaces recommended for those who intend to pursue programs heavily dependent upon graduate level Mathematics. Metric space topics include continuity, compactness, completeness, connectedness and uniform convergence. Analysis topics include the theory of differentiation, Riemann-Darboux integration, sequences and series of functions, and interchange of limiting operations. As part of the honors sequence, this course will be rigorous and abstract.
Prerequisite: An honors section of MATH 347 or an honors section of MATH 416, and consent of the department.",3.575056179775281,MATH
EPSY 471,"Credit: 4 hours.
Course Description: Introduces the methodology of educational and social program evaluation, including the design of an evaluation, the data collection and analysis, and reporting; emphasis on negotiating the unique facets of evaluative practice, notably evaluator role, working with clients and other stakeholders, the political dynamics of evaluation contexts, and utilization of evaluative results. Students collectively conduct a field-based evaluation project.
Prerequisite: EPSY 480.",3.754074074074074,EPSY
HIST 334,,3.086666666666667,HIST
NPRE 446,,3.5777741935483878,NPRE
ASTR 496,"Credit: 1 TO 4 hours.
Course Description: Lectures on topics of current interest in astronomy and astrophysics; for advanced undergraduates and graduates. See Class Schedule for current topics.
Prerequisite: Consent of instructor.",3.692307692307693,ASTR
CHLH 594,,3.962962962962963,CHLH
SPED 426,"Credit: 3 hours.
Course Description: Course is designed to provide participants with the information needed for effective collaboration and interactive teaming. Participants will learn effective models of collaboration and consultation, team member roles and responsibilities, collaborative practices for participating on teams, and strategies for securing appropriate resources for students with disabilities. Emphasis is placed on skills necessary for working collaboratively with parents, teachers, and other service providers.
Prerequisite: Requires concurrent enrollment in SPED 524 or EDPR 420, or consent of instructor.",3.900230769230769,SPED
STAT 430,"Credit: 3 OR 4 hours.
Course Description: Formulation and analysis of mathematical models for random phenomena; extensive involvement with the analysis of real data; and instruction in statistical and computing techniques as needed.
Prerequisite: STAT 410; STAT 425. Some topics may require additional prerequisites. Read the section text for each topic.",3.26686046511628,STAT
ECON 490,"Credit: 3 OR 4 hours.
Course Description: Special topics in advanced economics within a variety of areas. See course schedule for topics.
Prerequisite: ECON 202; ECON 302 or ECON 303; MATH 220 or MATH 221 or other Calculus course. Some topics may require additional prerequisites, read the section text for each topic.",3.451076923076924,ECON
ENGL 455,"Credit: 3 OR 4 hours.
Course Description: Intensive study of the work of one or two major authors.
Prerequisite: One year of college literature or consent of instructor.",3.709538461538461,ENGL
FSHN 232,"Credit: 3 hours.
Course Description: Application of food preparation principles and techniques in the preparation of standard food products; principles of food management and their application in the planning and preparation of meals.
Prerequisite: FSHN 101.",3.470427135678392,FSHN
BADM 445,"Credit: 4 hours.
Course Description: Through guided experience, students identify and offer advice to local small business firms; exposes students, serving as consultants, to the wide variety of problems facing the smaller firm as well as enables them to apply current business methods to real problems. Students work in teams.
",3.742107438016529,BADM
PHYS 419/PHIL 419,"Credit: 3 OR 4 hours.
Course Description: Identical to PHYS 420 except for the additional writing component including a final term paper.
Prerequisite: PHIL 101; PHYS 101 or PHYS 211.",2.934646464646464,PHYS
VCM 676,,3.130081300813008,VCM
CS 579/ECE 579,,3.6252112676056334,CS
CEE 483,"Credit: 4 hours.
Course Description: Composition and structure of soil; water flow and hydraulic properties; stress in soil; compressibility behavior and properties of soils; consolidation and settlement analysis; shear strength of soils; compaction and unsaturated soils; experimental measurements.
Prerequisite: CEE 380.",3.03649025069638,CEE
ACCY 410,"Credit: 3 OR 4 hours.
Course Description: Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues.
Prerequisite: ACCY 303 or consent of department.",3.323887137452711,ACCY
BADM 310,"Credit: 3 hours.
Course Description: General analysis of management and organizational behavior from a systems point of view, including classical organizational theory and management, organizational behavior, and management science; environmental forces; planning, organizing, and control processes; motivation, incentives, leadership, communication, and interpersonal relations; and discussion of production and decision-making and mathematical models.
",3.535049961985446,BADM
HIST 357,"Credit: 3 hours.
Course Description: The development of modern France, with special attention to social and cultural phenomena.
",3.366692307692308,HIST
DANC 116,"Credit: 2 hours.
Course Description: An umbrella course for non-majors to explore all beginning dancing technique courses offered in the Department. Courses are offered from a range of cultural origins and traditions, which may include techniques such as Ballet, Capoeira, Contemporary Modern, Hip Hop, House, Improvisation, Jazz, Tap, Umfundalai, West African, etc. Specific dance forms for each semester will be listed in the class schedule. These introductory courses provide students with the physical study of various dance techniques, and an introduction to the cultural contest of their creation and practice.
Prerequisite: Restricted to non-dance majors.",3.75,DANC
BADM 590,"Credit: 0 TO 4 hours.
Course Description: Special topics in the general area of business. Topics are selected by the instructor at the beginning of each term.
",3.607128205128205,BADM
ECE 498,"Credit: 0 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in electrical and computer engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.5226086956521736,ECE
ACCY 593,"Credit: 1 TO 8 hours.
Course Description: Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department.
Prerequisite: Enrollment in graduate accounting degree program or consent of department.",3.454047619047619,ACCY
IS 524,,3.869565217391304,IS
MUS 415,,3.913703703703704,MUS
IS 407,"Credit: 4 hours.
Course Description: This course introduces students to data science approaches that have emerged from recent advances in programming and computing technology. They will learn to collect and use data from a variety of sources, including the web, in a modern statistical inference and visualization paradigm. The course will be based in the programming language R, but will also use HTML, regular expressions, basic unix tools, XML, and SQL. Supervised and unsupervised statistical learning techniques made possible by recent advances in computing power will also be covered.
",3.85696335078534,IS
CHEM 540,"Credit: 4 hours.
Course Description: The sequence, CHEM 540 and CHEM 542, is designed to give seniors and graduate students a unified treatment of quantum mechanics and spectroscopy on an advanced level. CHEM 540 covers the principles of formalism of quantum mechanics, as well as the solution of the Schrodinger equation for models and simple chemical systems.
Prerequisite: CHEM 442 or equivalent.",3.514565217391304,CHEM
GCL 125,,2.958333333333333,GCL
BADM 327,,3.7472923588039873,BADM
ANTH 175,,3.25171568627451,ANTH
CPSC 518,"Credit: 4 hours.
Course Description: Study of the physiological processes involved in growth and development of crop plants and the interaction of  these  processes with the environment that influences productivity.
Prerequisite: CPSC 418 or CPSC 484.",3.785892857142857,CPSC
SPED 446,"Credit: 4 hours.
Course Description: Principles and practices for teaching students with disabilities. Topics include models of curriculum development, procedures for identifying curriculum priorities across content areas, and relationships between curriculum and instructional settings. Emphasis is on development of inclusive educational programs that are outcome-driven and on evaluation of program effectiveness.
Prerequisite: Admission to the Department of Special Education, or consent of instructor.",3.889327731092437,SPED
SOCW 472,,3.8804,SOCW
MUS 207,"Credit: 2 hours.
Course Description: Continuation of MUS 108. Emphasis on extensions of tonality by means of changing tonal centers and altered chords.
Prerequisite: MUS 108, or placement by examination.",3.349285714285714,MUS
SOC 396,"Credit: 3 hours.
Course Description: Explores topics not covered in regularly scheduled Sociology courses. See Class Schedule for topics.
Prerequisite: One of the following: SOC 100, SOC 101, SOC 163, or consent of instructor.",3.609130434782608,SOC
LAW 601,"Credit: 4 hours.
Course Description: Enforceability of promises including unjust enrichment and reliance, offer and acceptance, mistake, unfairness and overreaching, unconscionability, Statute of Frauds, interpretation of contract language, conditions, and third party beneficiaries.
",3.351282051282052,LAW
CLCV 220/CWL 220,"Credit: 3 hours.
Course Description: Focused study of topics in ancient Greek and Roman literature, art, archaeology, and culture in their Mediterranean context. May also explore reflections in later literature and art.
",3.393111111111112,CLCV
ENGL 421,,3.167083333333333,ENGL
BADM 557,"Credit: 4 hours.
Course Description: This graduate level course provides a conceptual and practical overview of analytical tools, techniques, and practices used to support data-driven decision making in organizations. Topics include data visualization, machine learning techniques, and business intelligence programming languages or services.
",3.968534482758621,BADM
ARTH 242,"Credit: 3 hours.
Course Description: The scope of this course begins amidst the devastation and geopolitical shifts that followed World War II and ends with the effects of globalization in the 1990s and 2000s. We will ask the same questions that faced artists and critics in between: Should art focus on its own material processes or open its borders to historical flux? Is it art's job to create the cultural myths that bind society together, or to deconstruct them? Who participates in modern and contemporary art, and who doesn't? What kinds of production should be considered art? How are specific formal strategies informed by the perspectives of different subject positions? What politics underwrite them? We will consider, and reconsider, the existing narratives about art during this period with a dual aim: first, to better understand the historical positions of the artists in question, and, second, to piece together a prehistory of the moment in which we currently find ourselves.
",3.390082644628099,ARTH
SHS 571,"Credit: 2 hours.
Course Description: Focuses on language difference, the role of culture and language on personal identity, and strategies needed for assessment and intervention with linguistically diverse populations. Students will be introduced to strategies for assessing, intervening, and collaborating with people from a variety of cultural and linguistic backgrounds.
",3.649205298013245,SHS
RST 150,"Credit: 3 hours.
Course Description: Survey of travel and tourism with emphasis upon tourist behavior, motivations, preferences, decision-making, attractions, transportation services, facilities and information sources. Examines travel and tourism as an element of leisure service delivery from an interdisciplinary perspective.
",3.4860559796437665,RST
HIST 293,,3.333703703703704,HIST
IB 329/ANSC 366/ANTH 342/PSYC 329,"Credit: 3 hours.
Course Description: Introductory course emphasizing how patterns of behavior promote survival, change through evolution, and are modified by the environment.
",3.482615636512485,IB
SOC 199,"Credit: 1 TO 5 hours.
Course Description: 
",3.679230769230769,SOC
BADM 590,"Credit: 0 TO 4 hours.
Course Description: Special topics in the general area of business. Topics are selected by the instructor at the beginning of each term.
",3.816551724137931,BADM
SOC 495,"Credit: 3 hours.
Course Description: Intensive scrutiny of current literature on one selected topic. Critical reading and discussion followed by writing essays and research proposals. Subject will shift yearly. There may be community work as an aspect of this course; consult the Class Schedule for details.
Prerequisite: For sociology majors only. Student must have at least 3.5 grade-point average in sociology courses and consent of instructor.",3.639183673469387,SOC
ENGL 259/AFRO 259/CWL 259,"Credit: 3 hours.
Course Description: An introduction to the study of early African American literary and cultural production, ranging from the earliest writings by African descended people in British North America in the eighteenth century to the end of World War I. At each turn, we will situate texts in their cultural and historical contexts, attending not only to the specificity of a particular text's moment, but also to the forces of contingency and tradition at play in the construction of literary, cultural, and political communities. Throughout our discussions we will think about both the ""African-ness"" and ""American-ness"" of African American literature as collective and imaginative processes. Early African Americans wrote for a variety of reasons—philosophical, political, pleasurable, instrumental—and protesting slavery and racism was just one (albeit an important one) among many of those reasons. We will read letters, poems, sermons, songs, constitutions and bylaws for religious and civic organizations, stories, and texts that defy easy categorization. Writers may include Phillis Wheatley, David Walker, Maria Stewart, Frederick Douglass, Harriet Jacobs, Frances E.W. Harper, William Wells Brown, W.E.B. Du Bois, Pauline Hopkins, Charles Chesnutt, Paul Lawrence Dunbar, Alice Dunbar Nelson, and Ida B. Wells.
Prerequisite: Completion of the Composition I requirement.",3.61776,ENGL
ANSC 452,"Credit: 3 OR 4 hours.
Course Description: Basic principles of animal growth from early fetal development through typical marketing ages for the major domestic animal species. Topics discussed include molecular and cellular determinants of tissue development and whole animal growth, with coverage of current and future technologies for manipulating growth to enhance animal production.
Prerequisite: ANSC 221, ANSC 222, ANSC 223, and ANSC 224.",3.6032108626198087,ANSC
PSYC 336,"Credit: 3 hours.
Course Description: Survey and critical review of subdisciplines in clinical/community psychology; concepts, methods, and assessments, intervention strategies and tactics. Subdisciplines addressed will vary. See Class Schedule for current titles.
Prerequisite: PSYC 238 or PSYC 239 or both depending on topic.",3.6383050847457623,PSYC
IS 490,"Credit: 2 TO 4 hours.
Course Description: Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication.
Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor.",3.910915492957746,IS
LAW 656,"Credit: 3 TO 4 hours.
Course Description: The nature, sources, and subjects of international law and its place in the control of international society; includes an examination of the law of jurisdiction, territory, recognition and succession of states, rights and immunities of states in foreign courts, diplomatic immunities, treaties, protection of citizens abroad, settlement of international disputes, war and neutrality, the United Nations, and the International Court of Justice.
",3.3978553615960103,LAW
CHIN 203,"Credit: 5 hours.
Course Description: First term of second year of the Chinese language, including drill for more advanced conversational fluency; introduction to a greater variety of styles and levels of discourse and usage; and increasing study of the written language and more formal grammar.
Prerequisite: CHIN 202 or equivalent.",3.397142857142857,CHIN
ABE 498,"Credit: 1 to 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in agricultural and biological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.608695652173913,ABE
EOL 543,,3.667391304347826,EOL
ENGL 281/GWS 281,,3.5091666666666668,ENGL
GWS 363,,3.2511724137931037,GWS
MACS 203,"Credit: 3 hours.
Course Description: Provides a critical context for recent international cinema by exploring several kinds of genres, aesthetics, and technologies. We will discuss transnational trends in cinema relating to the influence of other media such as gaming, social networking, and personal electronics, as well as consider impacts of economic structures of global filmmaking production and exhibition. We will view popular and art movies, and query longstanding categories such as the teen pic, ""woman's"" film, and documentary.
",3.539565217391305,MACS
BIOE 498,"Credit: 1 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in bioengineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.885,BIOE
FAA 102,,3.2657627118644066,FAA
HIST 278/AIS 278,"Credit: 3 hours.
Course Description: A survey of the Native American experience in North America from the time of first contact to the present. The course will examine the dynamics and consequences of Native dispossession as well as the continuities in American Indian life and culture. Course materials will include writing and testimony by Native people as well as historical narratives, court decisions and government documents.
",3.047714285714286,HIST
CS 573/CSE 515,,3.514623655913978,CS
BIOE 504,"Credit: 4 hours.
Course Description: Mathematical concept relating to modeling of physiological and bio-molecular processes and the instrumentation used to measure those processes. Review of matrix methods, probability, linear systems, and integral transforms. Singular value decomposition, Bayesian decision making, and linear system solutions to ordinary differential equations. Application of concepts to biosensor design and evaluation, tracer kinetic modeling, and filtering and curve-fitting approaches to forward modeling problems.
Prerequisite: MATH 285.",3.7296666666666662,BIOE
MATH 347,"Credit: 3 hours.
Course Description: Fundamental ideas used in many areas of mathematics. Topics will include: techniques of proof, mathematical induction, binomial coefficients, rational and irrational numbers, the least upper bound axiom for real numbers, and a rigorous treatment of convergence of sequences and series. This will be supplemented by the instructor from topics available in the various texts. Students will regularly write proofs emphasizing precise reasoning and clear exposition.
Prerequisite: MATH 231.",3.147802802802804,MATH
JAPN 201,"Credit: 5 hours.
Course Description: Introduction to Japanese, spoken language skills and the reading and writing of hirigana, katakana, and kanji.
",3.2718604651162786,JAPN
EPSY 430,"Credit: 3 or 4 hours.
Course Description: Examines early adolescent development, covering biological, cognitive, and social transitions. Topics include identity, autonomy, peer and family relationships and the role of schooling and the media.
",3.8237793427230056,EPSY
SCAN 225/HIST 254,"Credit: 3 hours.
Course Description: An introduction to the history, literature, and culture of Scandinavia and the Nordic region, from the Viking age until the modern era (700s-present). Includes discussion of Denmark, Norway, Sweden, Finland, Iceland, Faroe Islands, Svalbard, and Greenland. All readings in English.
",3.4725000000000006,SCAN
ENG 177,"Credit: 1 TO 2 hours.
Course Description: Provides first-year students with opportunities to participate in interdisciplinary courses designed to help explore what is means to be an engineer and develop skills required in the engineering workplace, be it team dynamics, leadership skills, intercultural competency, or communication techniques. Students will explore topic areas offered as separate sections under the course heading. Each section uses a hands-on, interactive, discussion/team-based approach. The courses use active learning exercises in addition to reflections, readings, and project work.
",3.380952380952381,ENG
ECE 515/ME 540,"Credit: 4 hours.
Course Description: Feedback control systems emphasizing state space techniques. Basic principles, modeling, analysis, stability, structural properties, optimization, and design to meet specifications.
Prerequisite: ECE 486.",3.597636186770428,ECE
MCB 270,,3.4149159663865545,MCB
IS 582,"Credit: 2 OR 4 hours.
Course Description: Variety of newly developed and advanced topics courses within the field of Librarianship, intended to augment the existing Information Sciences curricula.
",3.8361849710982656,IS
STAT 430,"Credit: 3 OR 4 hours.
Course Description: Formulation and analysis of mathematical models for random phenomena; extensive involvement with the analysis of real data; and instruction in statistical and computing techniques as needed.
Prerequisite: STAT 410; STAT 425. Some topics may require additional prerequisites. Read the section text for each topic.",3.369189189189189,STAT
FSHN 199,"Credit: 1 TO 5 hours.
Course Description: Experimental course on a special topic in food science and human nutrition. Topic may not be repeated except in accordance with the Code.
",3.76,FSHN
HDFS 105,"Credit: 3 hours.
Course Description: Systematic overview of the psychological, biological, familial, and cultural factors related to human growth and development across the life span.
",3.70370115601414,HDFS
NRES 502,"Credit: 4 hours.
Course Description: Theory and practice of research methods in natural resources, ecology, and environmental sciences. Provides an overview of experimental design and sampling techniques, and includes discussions of discipline-specific statistical methods.
Prerequisite: One upper division course is recommended.",3.6576811594202896,NRES
DANC 366,,3.2288059701492537,DANC
MUS 421,"Credit: 3 hours.
Course Description: Study of chamber, choral, and orchestral music written by American composers from about 1850 to the present; jazz and its offshoots; folk and popular music; and experimental music in America.
Prerequisite: Senior standing in music or consent of instructor.",3.2496875,MUS
LAW 792,"Credit: 1 TO 4 hours.
Course Description: This is an umbrella course listing for specialty topics of current legal issues of interest.
",3.3464705882352943,LAW
MUS 407,"Credit: 3 hours.
Course Description: Introduces electroacoustic music, including historical background, music literature, techniques of notation and realization, sound synthesis, analog and digital recording, mixing and processing, and compositional application in the areas of musique concrete, electronic music, and Musical Instrument Digital Interface (MIDI) technology as applied to electroacoustic concert art music. Weekly lab times assigned.
Prerequisite: Junior standing in music, or consent of instructor.",3.3477245508982034,MUS
ENGL 455,"Credit: 3 OR 4 hours.
Course Description: Intensive study of the work of one or two major authors.
Prerequisite: One year of college literature or consent of instructor.",3.609565217391304,ENGL
TE 298,,3.712727272727273,TE
ARTH 350,,2.8052173913043474,ARTH
MDIA 380,,3.5958015267175574,MDIA
EPOL 594,,3.809699248120301,EPOL
MUS 411,"Credit: 3 hours.
Course Description: Examination of one or more aspects of musical genre defined by composer(s), historical era, region, performance issues, philosophy, etc. Can include the study of the relationship between genre and performance, genre and pedagogy, genre and the creative process, genre and reception, etc.
Prerequisite: MUS 313 and MUS 314; junior standing; or consent of instructor.",3.5691666666666664,MUS
BADM 590,"Credit: 0 TO 4 hours.
Course Description: Special topics in the general area of business. Topics are selected by the instructor at the beginning of each term.
",3.928571428571429,BADM
PSYC 199,,3.333333333333333,PSYC
IS 590,"Credit: 2 OR 4 hours.
Course Description: Variety of newly developed and advanced topics courses within the field of information foundations, intended to augment the existing Information Sciences curricula.
",3.9226666666666654,IS
